ID	taskID	catalogNumber	country	eventDate	eventID	fieldNotes	fieldNumber	locationID	relatedResourceID	scientificName	stateProvince	transcriberNotes	validatorNotes	verbatimElevation	verbatimLatitude	verbatimLocality	verbatimLocalityID	verbatimLongitude	collector1	collector2	collector3	collector4
453	2651974	1193963	Saint Vincent and the Grenadines	4/14/1947		1884170	5147			Passiflora suberosa	Saint David			150 meters		St Vincent: Petit Bordel Hill			"Morton, C. V."			
454	2651984	1193964	Dominica	4/22/1946		2443639	6411			Passiflora suberosa			"Le Caraïbe (Caribbean) is not listed in GeoNames, but documentary on Reserve Caraïbe, Dominica is found on YouTube.\nEx Herb. N. Boubee, Paris"	25 m.		Reserve Caraibe			"Stehle, H."	"Stehle, M."		
455	2651994	1193965		11/30/1937		1712675	109			Passiflora suberosa	Saint Barthélemy	"? Country \nSaint Barthélemy, is in Caribbean, in Leeward Islands group. Officially the Territorial collectivity of Saint Barthélemy, is an overseas collectivity of France.\nCountry listed in GeoNames as ""BL,FR"" which is rather obscure for specimen data"	Chris: Saint Barthélemy is the country	150 m.		Morne Grand Fond			"Questel, Adrien"			
456	2652004	1193966	Dominica	4/22/1940		2425007	3082			Passiflora suberosa	Saint David					"British West Indies\nOpen woodlands, red clay undersoil, Carib trail from Salybia to Hatton Garden ( one mile from)"			"Hodge, Walter H."			
457	2652014	1193967	Puerto Rico	3/27/1993		3279270	5			Passiflora suberosa	Fajardo			approx. sea level		"Fajardo: Cabezas de San Juan Natural Reserve, along the side of the road that borders the lagoon, on the west side of the lagoon. Near the reception house."			"Ortiz-Zuazaga, E."	"Escobar, L."	"Tremblay, R. L."	"Ortega, R."
458	2652024	1193968	Dominican Republic	1921		1049438	121			Passiflora suberosa	Distrito Nacional					Haina			"Faris, James A."			
459	2652034	1193969	Haiti	1/1/1916		1301868	8521			Passiflora suberosa	Nord			350 m.		On weeds and shrubs in cultivated fields along San Raphael road 4 mi. E. of St. Michel. Vicinity of St. Michel de l’Atalaye.			"Leonard, E. C."			
460	2652044	1193970	Haiti	12/11/1913		1301859	7952			Passiflora suberosa	Artibonite			about 700 meters		"Arid thicket\nVicinity of Kalacroix, Section Dessalines"			"Leonard, E. C."			
461	2652054	1193971	Haiti	1920-06-15/1920-06-28		1077393	4852			Passiflora suberosa	Ouest			350 m.		Vicinity of Pétionville			"Leonard, E. C."			
462	2652064	1193972	Haiti	11/23/1925		1301850	7394a			Passiflora suberosa	Nord			350 meters		Vicinity of St. Michael de l'Atalaye. Mt La Cidre			"Leonard, E. C."			
463	2652074	1193973	Virgin Islands	10/4/1923		1146416	367			Passiflora suberosa	Saint Croix Island	No selection for US Virgin Islands in drop down list.	US Virgin Islands			River Estate; US Virgin Islands			"Thompson, J. B."			
464	2652084	1193974	Virgin Islands	1896-01-02		278077	186			Passiflora suberosa	Saint Croix Island		This is U.S. Virgin Islands. (not available in country selection)			"St.Croix, D.W. Indies [Dutch West Indies]"			"Ricksecker, Alfred E."			
465	2652094	1193975	Haiti	1/31/1929		1451450	12713			Passiflora suberosa			Unable to determine 1st level admin area.			"Vicinity of Jean Rabel, bank of Côte de Fer River."			"Leonard, Emery C."	"Leonard, Genevieve M."		
466	2652104	1193976	Haiti	12/18/1925		1301864	8116			Passiflora suberosa	Artibonite			800 m.		"Vicinity of Marmelade, grassy slope west of Marmelade."			"Leonard, E. C."			
467	2652114	1193977	Haiti	9/11/1955		2225315	10658			Passiflora suberosa	Ouest			c. 3000 ft.		"Thickets on rocky hillside.\nMorne Boutellier, SE of Port-au-Prince"			"Proctor, George R."			
468	2652124	1193978	Haiti	8/23/1924		1148417	48			Passiflora suberosa	Artibonite		"Morne Sal not identified. Possibly ""Morne Sale""."			"Bazil, Morne Sal."			"Cook, O. F."			
469	2652134	1193979	Bahamas	1/29/1905		849316	2189			Passiflora suberosa	Berry Islands District					"Whale Cay, Berry Islands"			"Britton, N. L."	"Millspaugh, C. F."		
470	2652144	1193980	Guadeloupe	5/29/1935		2443660	2727			Passiflora suberosa		Location not identified.\n		60 m.		Laterites de Fontarabie			"Stehle, H."			
471	2652154	1193981	Guadeloupe	9/5/1944		1881687	5629			Passiflora suberosa			Unable to determine 1st level\nadmin area.	650 m.		Bains Jaunes			"Stehle, Quentin"	"Stehle, Bena"		
472	2652164	1193982	Guadeloupe	3/6/1937		2443651	4645			Passiflora suberosa	Guadeloupe					Anse Bertrand			"Questel, Adrien"			
473	2652174	1193983	Virgin Islands	1897-04-13		425381	322			Passiflora suberosa	Saint Croix Island		"Confirmed ""Work and Rest"" as place."			U.S. Virgin Islands: Work & Rest est.			"Ricksecker, J. J. Mrs."			
474	2652184	1193984	Virgin Islands	1/5/1990		3148223	3133			Passiflora suberosa	Saint John Island		U.S. Virgin Islands.			"Dirt road to Bordeaux Mountain,about 0.5 km from Center Line Road."			"Rodriguez, P. Acevedo"			
475	2652194	1193985	Virgin Islands	1913-02-11/1913-02-22		756918	1228			Passiflora suberosa	Saint Thomas Island	U.S. Virgin Islands not specifically listed in country drop down list.	U.S. Virgin Islands			U.S. Virgin Islands: St Peter			"Britton, E. G."	"Marble, Delia W."		
476	2652204	1193986	Virgin Islands	1913-02-10/1913-02-12		756462	587			Passiflora suberosa	Saint John Island	No specific listing for US Virgin Islands in country drop down list.	US Virgin Islands	400 m.		U.S. Virgin Islands: Bordeaux			"Britton, N. L."	"Shafer, J. A."		
477	2652214	1193987	Puerto Rico	10/7/1989		3110050	3006			Passiflora suberosa		Las Cobaritos not identified.	google suggested several alternatives for this location.			Las Cobaritos in abandoned Haemotoxylum plantation			"Acevedo Rodriguez, P."	"Chinea, D."		
478	2652224	1193988	Virgin Islands	8/26/1992		3225667	5196			Passiflora suberosa	Saint Thomas Island	US Virgin Islands are distinct from the Virgin Islands.	Chris - US Virgin islands	140 m.		"Along disturbed roadside,Road 30, Fortuna Quarter, St Thomas, U.S. Virgin Islands."			"Acevedo Rodriguez, P."	"Siaca, A."	"Reilly, A."	
479	2652234	1193989	Barbados	9/19/1906		522481	518			Passiflora suberosa	Saint Michael	"The ""Herb No."" is listed at 518, but I don't see a Collector Number."	? Herb no. but add to dbase.\n\nGrassfield not listed by GeoNames.			Grassfield			"Dash, J. S."			
480	2652244	1193990	Antigua and Barbuda	1913-02-04/1913-02-16		639603	3460			Passiflora suberosa		Confirmed date via high res. image.				Antigua			"Rose, J. N."	"Fitch, William R."	"Russell, Paul G."	
481	2652254	1193991	Grenada	11/5/1957		2833433	16888			Passiflora suberosa	Saint Patrick			c. 300 ft.		0.5 mile North of Tivoli.			"Proctor, George R."			
482	2652264	1193992	Virgin Islands	1913-02-11/1913-02-22		756917	1228			Passiflora suberosa	Saint Thomas Island					"Bank, St. Peter, St Thomas island, U.S. Virgin Islands"			"Britton, E. G."	"Marble, Delia W."		
483	2652274	1193993	Antigua and Barbuda	11/26/1937		1714232	1294			Passiflora suberosa	Saint John					Wetherells [Weatherills]			"Box, Harold E."			
484	2652284	1193994	Guadeloupe	5/5/1937		1712330	1586			Passiflora suberosa	Guadeloupe	"Anse-Bertrand confirmed in Guadeloupe, HUH database contains other specimens that have similar date putting Stehle in the Caribbean near this date."		10 m.		Anse Bertrand			"Stehle, H."			
485	2652294	1193995	Guadeloupe	4/12/1938		1781600	816			Passiflora suberosa	Guadeloupe			40 m.		Moule			"Questel, Adrien"			
486	2652304	1193996	Guadeloupe	4/12/1938		1780416	816			Passiflora suberosa		"Le Moule is on Grand-Terre Island, Guadeloupe.\nGrande Jonas Moule, not located."				Grande Jonas Moule			"Questel, Adrien"			
487	2652314	1193997	Cuba	3/1/1928		1490414	5770			Passiflora suberosa	Villa Clara			600-800 ft.		"Province Santa Clara: San Blas, \nLa Sierra"			"Jack, J. G."			
488	2652324	1193998	Cuba	9/20/1927		1490402	5485			Passiflora suberosa	Cienfuegos					Soledad			"Jack, J. G."			
489	2652334	1193999	Cuba	1941-11-09/1941-11-10		1783452	4079			Passiflora suberosa			Unable to determine 1st level admin area.	300-600 meters		"Las Villas (formerly Santa Clara) Sierra San Juan, above San Blas"			"Morton, C. V."			
490	2652344	1194000	Cuba	2/25/1927		1490418	4807			Passiflora suberosa	Cienfuegos					"Limones, Soledad"			"Jack, J. G."			
491	2652354	1194001	Cuba	1941-11-09/1941-11-10		1783416	4008			Passiflora suberosa			Unable to determine 1st level admin	300-600 meters		Sierra Gavilan\nLas Villas (formerly Santa Clara): above San Blas			"Morton, C. V."			
492	2652364	1194002	Cuba	2/22/1956		2351161	10790			Passiflora suberosa	Cienfuegos					"Las Villas, Las Vegas de Matagua, Trinidad Mountains"			"Morton, C. V."			
493	2652374	1194003	Cuba	2/22/1956		235010	10536			Passiflora suberosa	Cienfuegos					"Las Villas: Las Vegas de Matagua, Trinidad Mountains"			"Morton, C. V."			
494	2652384	1194004	Cuba	1909-02-19/1909-02-211		659140	442			Passiflora suberosa	Camuguey					"sierra cubitas, hill above cave."			"Shafer, J. A."			
495	2652394	1194005	Cuba	11/24/1911		698966	10474			Passiflora suberosa	Pinar Del Rio					Limestone Hills between Rio Cayaguateje and Sierra Guane			"Shafer, J. A."			
496	2652404	1194006	Cuba	1902-02-01/1902-02-07		403074	249			Passiflora suberosa	Guantánamo	"Province Santiago (printed on label) is not correct location for Baracoa.  Checked GeoNames Wikipedia for historical placement in Santiago Province, but no evidence found."	"Found confirmation that at the time specimen was collected Santiago Del Cuba was the correct Province name, but Guantánamo is currently the correct name of the area."			"Vicinity of Baracoa, Santiago Province"			"Pollard, Charles L."	"Palmer, Edward"	"Palmer, William"	
497	2652414	1194007	Puerto Rico	4/18/1993		3330288	6136			Passiflora tulae	Cayey	Both Guayama and Cayey are 1st level admin divisions. \nJajone Alto is located in Cayey.		800 m.		"Guayama/Cayey: Bo. Guanami/Bo. Jajone Alto, Carite Forest Reserve, roadside off Rt 7741, km 2.9."			"Axelrod, F."			
498	2652424	1194008	Puerto Rico	4/3/1985		3140654	1306			Passiflora tulae	Maricao			900 m.		"Maricao Forest, Monte del Estado, upper montane forest in the vicinity of the observation tower"			"Wasshausen, Dieter C."			
499	2652434	1194009	Brazil	3/19/2000		3417989	558			Passiflora actinia	Rio Grande do Sul	Second ref. number: 15716		830 m.		Mun. de Sao Francisco de Paula - RS 235			"Wasum, R."			
500	2652444	1194010	Brazil	12/1/1999		3389193	412			Passiflora actinia	Rio Grande do Sul			780 m.		RS - Mun. de Caxias do Sul - Fazenda Souza			"Kegler, A."			
501	2652454	1194011	Brazil	12/1/1999		3389194	263			Passiflora actinia	Rio Grande do Sul		Ex Herb UCS No. 14476	780 m.		Mun. Caxias do Sul-Fazenda Souza			"Scur, L."			
502	2652464	1194012	Brazil	11/12/1987		3187522	401			Passiflora actinia	Paraná					"Parque Iguaçu, Mini pantanal (mun. Curitiba)"			"Silva, J. M."	"Cordeiro, J."		
503	2652474	1194013	Brazil	10/1/1959		2440404	1510			Passiflora actinia	Parana					Curitiba			"Braga, Rubens"			
504	2652484	1194014	Brazil	1959-10		2440405	1033			Passiflora actinia	Paraná					Curitiba			"Braga, Rubens"			
505	2652494	1194015	Brazil	2/16/1956		2220702	2721			Passiflora actinia	Santa Catarina			400 msm		"Braco Joaquim, Luis Alves, Itajai\n"			Reitz	Klein		
506	2652504	1194016	Brazil	2/16/1956		2220701	2696			Passiflora actinia	Santa Catarina			350 msm		"Braco Joaquim, Luis Alves, Itajai"			Reitz	Klein		
507	2652514	1194017	Brazil	2/11/1953		2173550	1181			Passiflora actinia	Santa Catarina			350 msm		Horto Florestal I.N.P. Ibirama			Reitz	Klein		
508	2652524	1194018	Brazil	11/9/1909		1442789	8809			Passiflora actinia	Parana	Cultivated				Curityba.			"Dusen, P."			
509	2652534	1194020	Brazil	7/28/1960		3185929	47194			Passiflora acuminata	Bahia				3°48' N	River margin between Clevelandia and Cachoeira Grand Roche		51°53' W	"Irwin, H. S."	"Egler, W. A."	"Pires, J. M."	
510	2652544	1194021	Brazil	7/4/1994		3472794	522			Passiflora acuminata	Amazonas	INPA No. 186840			2°53' S	"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26."		59°58' W	"Nascimento, J. R."	"Pereira, E. da C."	"Assuncao, P. A. C. L."	
511	2652554	1194022	Brazil	11/25/1942		2655068	7864			Passiflora acuminata	Para					"South forest of the I.A.N., Belém."			"Archer, W. A."			
512	2652564	1194023	Brazil	1934-07-19/1934-07-20		1592049	5095			Passiflora acuminata	Pará	confirmed details on high res. image.				Obidos			"Swallen, Jason R."			
513	2652574	1194024	Brazil	1929-10-27/1929-11-07		1356567	30272			Passiflora acuminata	Para					Para			"Killip, E. P."	"Smith, A. C."		
514	2652584	1194025	Brazil	1929-11-03/1929-11-09		1356577	30572			Passiflora acuminata	Para					"Ilha do Mosquiero, near Para, sandy coast"			"Killip, E. P."	"Smith, A. C."		
515	2652594	1194026	Colombia	5/7/1946		1989385	7257			Passiflora adulterina	Cundinamarca			2600-2700 m.		"Macizo de Bogota: El Retiro, Bogota."			"Schultes, Richard Evans"			
516	2652604	1194027	Colombia	5/14/1944		2166071	9205			Passiflora adulterina	Cundinamarca		U.S. National Arboretum Number 163427	2960 meters		"Cordillera Oriental: Five kilometers north of Chipaque, 15 kometers south of Bogota."			"Grant, Martin L."	"Fosberg, F. R."		
517	2652624	1194029	Colombia			1124285	B-51			Passiflora adulterina			No date or location details						"Ariste, Joseph Bro."			
518	2652634	1194030	Colombia			1121511	s.n.			Passiflora adulterina		"No date, no state/territory"							"Ariste-Joseph, Bro."			
519	2652644	1194031	Colombia	1906-04		1422893	170			Passiflora adulterina	Bogota	Unable to decipher name of collector-	"Confirmed collector name by comparing to other sheets in the NMNH collection Handwriting, locality and date confirm Dawes"			Paramos de Bogota			"Dawe, M. T."			
520	2652654	1194032	Colombia	5/28/1939		1797792	5136			Passiflora adulterina	Cundinamarca			2900-3220 m.		"Macizo de Bogota: Entre [between] El Delirio y Guadalupe, vert. E."			"Cuatrecasas, J."			
521	2652664	1194033	Colombia	10/9/1971		2741365	5014			Passiflora adulterina	Boyacá			2900 m.		Municipio de Socha; por la carretera hacia el paramo de Piaba (o Socha) arriba de la partida para Socota.			"Mejia, R. Jaramillo"	"Lozano C., G."	"Diaz P., S."	
522	2652674	1194034	Colombia	6/8/1939		1797795	5428			Passiflora adulterina	Cundinamarca			2750-2890 m.		"Macizo de Bogota, Quebrada de Chico"			"Cuatracasas, J."			
523	2652684	1194035	Colombia	6/7/1948		1995559	47			Passiflora adulterina	Cundinamarca			2850 meters		"Cundinamarca: San Miguel, near Sibate"			"Hawkes, J. G."	"Garcia-Barriga, H."		
524	2652694	1194036	Colombia	5/1/1947		1904105	5686			Passiflora adulterina	Bogota D.C.			about 3300 m.		"Guadalupe, Bogota"			"Haught, Oscar"			
525	2652704	1194037	Colombia	7/10/1977		2905690	491			Passiflora adulterina	Cundinamarca			3000 mts.		"Enredadera de flores rodadas creciendo al lado de la carretera entre Zipacara [Zipaquirá] y Pacho 16 km de Zipacara [Zipaquirá]. Asociada con banbu. \nDept Cundinamarca, Sitio llamada el alto del paramo"			"de Escobar, Linda Albert"	"Uribe, Dora E."		
526	2652714	1194038	Colombia	1921		1122816	B34			Passiflora adulterina			Unable to determine state/terr.			Estacion Uribe			"Ariste, Joseph Bro."			
527	2652724	1194039	Colombia	1918-01		888371	A162			Passiflora adulterina			Unable to determine 1st level admin area.			Farm of Canoas			"Ariste-Joseph, Bro."			
528	2652734	1194040	Ecuador	2/14/1984		3041770	6275			Passiflora alata	Tungurahua			1300-1400 m.	1° 25' S	"Tungurahua: Cashurcu, 14 km. W. of Mera on Banos-Mera road. Cloud forest, forested stream."		78° 10' W	"Knapp, S."	"Mallet, J."		
529	2652744	1194041	Ecuador	2/14/1984		3071383	6275			Passiflora alata	Tungurahua			1300-1400 m.	1° 25' S	"Tungurahua: Cashurcu, 14 km. W. of Mera on Banos-Mera road. Cloud forest, forested stream."		78° 10' W	"Knapp, S."	"Mallet, J."		
530	2652754	1194042	Ecuador	6/16/1995		3313042	7334			Passiflora alata	Napo			240 m.	0°40.853' S	"Yasuni Forest Reserve; 1-3 km E of Pontifica Universidad Catolica del Ecuador Science Station, Tiputini River"		76°23.697' W	"Acevedo-Rodriguez, P."	"Cedeno, J. A."		
531	2652764	1194043	Peru	12/28/1979		3312449	467			Passiflora alata	Amazonas			200 m.	3°50'S	"Amazonas\nValle del Rio Santiago, Quebrada Caterpiza, 203 km atras de la comunidad de Caterpiza; monte virgen."		77°40'W	"Tunqui, Santiago"			
532	2652774	1194044	Peru	1/20/1967		2616915	1541			Passiflora alata	Huanuco			300 - 400 m.		"Dpto. Huanuco: Prov. Pachitea\nDtto. Honoria\n\nBosque Nacional de Iparia: Region de ""bosque seco tropical"" (sensu Tosi, 1960) a lo largo del Rio Pachitea cerca del campamento Miel de Abeja (1 km. arriba del pueblo de Tournavista o unos 20 km. arriba de l"			"Schunke, José V."			
533	2652784	1194046	Brazil	7/22/1986		3071884	1771			Passiflora alata	Rio Grande do Sul		Cultivated			Caxias do Sul			"Salvador, R."			
534	2652794	1194047	Brazil	12/21/1966		3004750	3777			Passiflora alata	Amazonas					Manaus - Itacoatiara Highway\nKm. 204. Forest on terra firme.			"Prance, G. T."	"Pena, B. S."	"Ramos, J. F."	"Monteiro, O. P."
535	2652804	1194048	Brazil	between 1950-02/1959-03		2904431	1099			Passiflora alata	Rio de Janeiro	"On the label, the year of the collection was not filled in."	"Collector name confirmed in HUH Database.\n\nYear of collection not completed 195 . 195? Don't know how to document this in database.  Inserted ""?"" but this may cause error in upload."			"St. of Rio de Janeiro, Cabo Frio Co.,\nArraial do Cabo, Pontal Beach"			"Mello Filho, L. E."			
536	2652814	1194049	Brazil	10/6/1957		2271716	5050			Passiflora alata	Santa Catarina			10 msm		"Inferninho, Araquari"			Reitz	Klein		
537	2652824	1194050	Brazil	6/3/1954		2173558	1867			Passiflora alata	Santa Catarina			20 msm		"Morro da Fazenda, Itajai"			Reitz	Klein		
538	2652834	1194051	Brazil	4/28/1954		2173555	1798			Passiflora alata	Santa Catarina	Used high res. image		20 msm		"Morro da Fazenda, Itajai"			Reitz	Klein		
539	2652844	1194052	Brazil	11/26/1953		2627828	3634			Passiflora alata	Espirito Santo					Brasil - Espirito Santo - Guarapary			"Duarte, Apparicio"	"Gomes, J. C."		
540	2652854	1194053	Brazil	9/1/1936		1705667	3960			Passiflora alata	Mato Grosso					"Campo Grande, State of Matto Grosso, Brazil."			"Archer, W. A."			
541	2652864	1194054	Brazil	2/6/1961		2700624	9			Passiflora alata	Sao Paulo	Cultivated	Cultivated	760 m.	23°36' S	"Municipio de Sao Paulo: Parque de Estado (on old maps ""Parque de Agua Funda"") grounds of the Instituto de Botanica. Ca. 10 km. South and \n0.8 km. East of center of Sao Paulo (Praca da Se). Along Av. Miguel Estefano, in small-tree hedge. (Same place as 7"		46°38' W	"Fonseca, C. G."			
542	2652874	1194055	Brazil	7/4/1935		1593577	1387			Passiflora alata	Rio de Janeiro	Additional number: N. 16820\n\n(standard spelling from GeoNames in [])				"Municipio Carmo, Estado do Rio. Moitas na margem do rio Parahyba [Paraiba].\n"			"Barreto, Mello"			
543	2652884	1194056	Brazil	6/24/1930		1571886	4789			Passiflora alata	Minas Gerais			675 m.		"Vicosa Agricultural College lands, along railroad track to east."			"Mexia, Ynes"			
544	2652894	1194057	Brazil	2/25/1925		1257793	8629			Passiflora alata	Minas Gerais			685 meters		"Igrejinha, 10 km northwest of Juiz de Fora, Minas Gerais"			"Chase, Agnes"			
545	2652904	1194058	Brazil			1257794	8629			Passiflora alata		Label doesn't include notes about locality	No date						"Chase, Agnes"			
546	2652914	1194059	Brazil	1/10/1914		1442784	1014a			Passiflora alata	Sao Paulo					Jacarehy [Jacarei]			"Jonsson, G."			
547	2652924	1194060	Brazil			389864	846			Passiflora alata	Sao Paulo					Campinas			"Novaes, Jose de Campos"			
548	2652934	1194061	France	1936		1594217	s.n.			Passiflora allardii	Provence-Alpes-Côte d'Azur		Cultivated			"Cultivated, Cote d'Azure"			Guillemin			
549	2652944	1194062	United Kingdom	1925-09		1231132	s.n.			Passiflora allardii		"Cultivated, origin of material is unknown."				Growing at Kew Gardens			"Killip, Ellsworth P."			
550	2652954	1194063	France	1936		1594216	n.s.			Passiflora amabilis	Provence-Alpes-Côte d'Azur		Cultivated			"Cote d'Azure, cultivated"			Guillemin			
551	2652964	1194064	Peru	10/1/1986		3623721	11558			Passiflora ambigua	Madre de Dios			400-500 m.	11°40'S	Province Manu: Parque Nacional Manu.\nRio Manu: Rio Sotileja		71°55' W	"Forster, Robin B."	"d'Achille, B."		
552	2652974	1194065	Colombia	2/8/1990		3373528	70350			Passiflora ambigua	Valle			less than 100 m.	04°09' N	"Buenaventura Municipio, Bajo Calima Region: along the road between Buenaventura-Malaga at km 51.3, deep gorge in virgin forest."		77°11' W	"Croat, Thomas B."	"Watt, Jonathon"		
553	2652984	1194066	Ecuador	1/30/1984		3041789	6225			Passiflora ambigua	Los Rios			150-300 m.		"Centro Cientifico Rio Palenque, km. 56 Sto. Domingo-Quevedo road."			"Knapp, S."	"Mallet, J."		
554	2652994	1194067	Ecuador	1935-04-19/1935-04-25		1662400	7284			Passiflora ambigua	Napo			650 meters		Near Archidona: dense forest			"Mexia, Ynes"			
555	2653004	1194068	Ecuador	3/6/1935		1662385	6981			Passiflora ambigua	Tungurahua			1200-1500 meters		Banos			"Mexia, Ynes"			
556	2653014	1194069	Peru	3/30/1962		2453077	7237			Passiflora ambigua	San Martin			400 m.		"Juanjui, Dept. San Martin"			"Woytkowski, Felix"			
557	2653024	1194070	Brazil	1/13/1953		2221600	4439			Passiflora ambigua	Pará					Belem			"Pires, J. M."	"Silva, N. T."		
558	2653034	1194071	Brazil	4/4/1945		2439573	152			Passiflora ambigua	Amazonas	"two ""collector numbers"" on left hand label: handwritten ""152"" and ""20643"" added to left hand label, and typed on right hand label.\n""maracuja"" = passion fruit\nCipo = liana (vine)\nFroes might be det. rather than leg., Label on left mostly illegible in ph"	Collector number 20643 may be associated with Instituto Agronimo do Norte (?)			"Fonte Boa, Cipo."			"Froes, R. de Lemos"			
559	2653044	1194072	Colombia	11/16/1963		2469521	3011			Passiflora ambigua	Valle del Cauca			4500 feet		"Native forest of Finca Kyburz, eastern slope above the Bitaco River, Bitaco Valley 1 km. above and east of Bitaco, Pacific slope of the western cordillera."			"Hutchison, Paul C."	"Idrobo, Jesus M."		
560	2653054	1194073	Colombia	3/8/1968		2629850	15347			Passiflora ambigua	Choco			ca. 2500 ft.		"Hydro Camp 6; Alto Truando, Triangulation 1225 (1959)"			"Duke, J. A."			
561	2653064	1194074	Venezuela	8/4/1970		2622646	103408			Passiflora ambigua	Estado Lara			1300-1460 metres		"Estado Lara: Distrito Palavecino: selva nublada, Fila de Terepaima, entre el Alto de Chuparral y la Loma Redonda, 21-23 Kms. al sur de Cabudare."			"Steyermark, Julian A."	"Delascio, Francisco"	"Dunsterville, E."	"Dunsterville, G. C. K."
562	2653074	1194075	Ecuador	12/23/1988		3312450	5772			Passiflora ambigua	Napo			1200 m.	00°45' S	"Carretera Hollin-Loreto-Coca.\nComunidad Chaluayacu, km 25.\nBosque muy humedo Premontano\nFaldas al sur del Valcan Sumaco."		77°40' W	"Ceron, Carlos E."	"Gentry, A."	"Benavides, G."	"Blanye, C."
563	2653084	1194076	Ecuador	1/15/1984		3024816	6151			Passiflora ambigua	Pichincha			500-1000 m.	0° 20' S	"Pichincha: ""Tinalandia,"" km. 112 on the road to Santo Domingo de los Colorados from Quito."		78° 50' W	"Knapp, S."	"Mallet, J."		
564	2653094	1194077	Colombia	2/4/1967		2982493	21744			Passiflora ambigua	Chocó			ca. 10 m.		"Area of Baudo. On left bank of river Baudo, about 13 kms upstream from estuary, and about 100 m. above estuary of Quebrada Taparal. Immediately at water's edge (on terra firma), not influenced by salt water during high tide."			"Fuchs, H. P."	"Zanella, L."		
565	2653104	1194078	Brazil	3/30/1981		2961742	6650			Passiflora amethystina	Federal District					"Distrito Federal, Bacia do Rio Sao Bartolomeu, adjacencias da Cachoeira do Pipiripau."			"Heringer, E. P."	"Filgueiras, T. S."	"Mendonca, R. C."	"Pereira, B. A. S."
566	2653114	1194079	Brazil	3/8/1989		3207159	574			Passiflora amethystina	Parana					Rio do Corvo (mun. Quatro Barras) Parana			"Silva, J. M."	"Cervi, A. C."		
567	2653124	1194080	Argentina	4/10/1979		2932127	756			Passiflora amethystina	Misiones	Gran Salto de Mocona is a series of waterfalls.				"Misiones: Dpto.: San Pedro, Salto del Mocona"			"Zuloaga, F. O."	"Saenz, A. A."	"Avila, M. Vasquez"	
568	2653134	1194081	Argentina	4/10/1979		2932044	740			Passiflora amethystina	Misiones					"San Pedro, Salto del Mocona"			"Zuloaga, F. O."	"Saenz, A. A."	"Vazquez, M. Avila"	
569	2653144	1194082	Brazil	4/30/1967		2631458	5233			Passiflora amethystina	Parana					Vicinity of Rio Branco do Sul.			"Lindeman, J. C."	"de Haas, J. H."		
570	2653154	1194083	Brazil	3/24/1950		2904426	3211			Passiflora amethystina	Sao Paulo	"Lageado [Lajeado] Sao Paulo, confirmed in GeoNames.\nChecked collector's name in Google search."		1400-1500 m.		"Barreiro Co., Serra da Bocaina. along the road to Lageado."			Segadas-Vianna			
571	2653164	1194084	Brazil	2/20/1946		2830087	8636			Passiflora amethystina	Parana					"Moist ground along railroad. \nBanhado-Piroquara [Piraquara],  Parana"			"Swallen, Jason R."			
572	2653174	1194085	Brazil	3/10/1978		2952760	408			Passiflora amethystina	Federal District	"more collectors on list: Salles, Chagas. F., Silva, E. Heringer, A. E."				"Brasilia, DF Recor, Picada M-I. Mata"			"Heringer, F. P."	"Figueiras, T. S."	"Mendonca, R. C."	"Pereira, A.S."
573	2653184	1194086	Brazil	1/13/1966		2709730	11614			Passiflora amethystina	Federal District			975 m.		"Confluence of Riberao [Ribeirao] Bananal with Lagoa [Lago] Paranoa, Brasilia."			"Irwin, H. S."	"Souza, R."	"Reis dos Santos, R."	
574	2653194	1194087	Brazil	2/26/1980		2952761	3557			Passiflora amethystina	Federal District					"Brasilia DF, Bacia do Rio S. Bartolomeu."			"Heringer, E. P."	"Figueiras, T. S."	"Mendonca, R. C."	"Pereira, B. A. S."
575	2653204	1194088	Brazil	4/26/1968		2931987	19173			Passiflora amethystina	Parana					União da Serra (mun. Guaraniacu) Parana			"Hatschbach, G."	"Guimaraes, O."		
576	2653214	1194089	Brazil	10/27/1949		2027808	3147			Passiflora amethystina	Santa Catarina			50 m.		Brusque\n\n\n			"Reitz, P. R."			
577	2653224	1194090	Brazil	4/4/1964		2771662	5720			Passiflora amethystina	Rio de Janeiro					"Estado da Guanabara: Rio de Janeiro, prox. Recreio dos Bandeirantes."			"Hoehne, Wilson"			
578	2653234	1194091	Brazil	4/4/1964		2771627	5720			Passiflora amethystina	Rio de Janeiro					"Estado da Guanabara: Rio de Janeiro, prox. Recreio dos Bandeirantes."			"Hoehne, Wilson"			
579	2653244	1194092	Bolivia	2/3/1991		3371405	19714			Passiflora amethystina	La Paz			2200 msnm		"Prov. Murillo, Valle de Zongo\n\nBajando +- 30 Km de la cumbre desvio con el puente hacia el pueblo de Zongo. Invasoras sobre terreno alterado."			"Beck, St. G."			
580	2653254	1194093	Bolivia	7/17/1988		3371403	13829			Passiflora amethystina	La Paz			2200 m.s.n.m.		"Dpto. La Paz, Provincia Murillo, \nNNE de La Paz, Valle de Zongo, bajando de la represa Zongo unos 30  Km.\n\nAl borde del camino del bosque montanoso"			"Beck, St. G."			
